Gender,Age_Group,Income_Level,Shop_Frequency,Product_Type,Salary,Monthly_Purchase
2,3,2,2,2,58289,4
2,3,3,3,6,88849,9
1,1,1,1,2,22965,0
1,2,3,2,7,79436,5
2,3,3,3,7,71069,12
2,3,2,2,2,56871,4
2,1,1,1,1,14442,0
2,1,1,1,2,28483,0
2,3,3,3,7,60738,12
1,3,2,2,6,56928,5
2,2,1,2,5,21819,4
1,3,2,2,4,32000,3
1,1,3,1,4,69190,0
2,3,2,2,2,44651,3
2,3,2,2,4,45354,3
1,3,2,2,6,59976,4
1,3,2,2,2,39188,5
1,1,1,1,1,15851,0
2,2,2,3,1,42941,7
1,1,3,1,3,91234,1
1,1,3,1,5,91640,1
1,2,3,2,7,65855,5
1,1,3,1,3,94162,1
2,3,3,3,7,93653,9
1,2,2,3,1,35215,14
1,1,3,1,4,91322,0
2,3,3,3,6,80048,14
2,3,2,2,6,36598,4
2,3,2,2,4,44323,5
2,3,2,2,6,40376,5
2,2,2,3,1,39024,14
2,2,1,2,3,13342,3
2,2,2,3,4,47135,13
2,3,2,2,6,45624,5
2,3,2,2,6,49130,4
2,1,1,1,2,26227,1
2,3,3,3,6,86844,9
1,2,2,3,3,38770,7
2,2,2,3,3,56490,9
1,1,1,1,2,10584,1
1,1,3,1,3,60793,1
1,2,2,3,4,57029,7
1,3,2,2,6,58066,3
2,1,1,1,2,14623,1
1,1,1,1,2,19777,1
1,2,3,2,7,98498,3
2,3,2,2,6,38141,4
1,2,3,2,7,95055,5
1,1,1,1,2,24758,1
2,2,2,3,1,53843,13
1,1,3,1,4,91903,1
2,1,1,1,1,21744,0
2,3,2,2,2,45570,4
2,3,3,3,6,71774,9
1,1,1,1,1,17126,1
1,1,3,1,4,80443,1
1,1,3,1,5,92135,0
2,2,1,2,4,12374,4
1,1,1,1,1,28762,1
2,1,1,1,2,16106,1
2,2,2,3,3,33126,8
2,1,1,1,1,18458,1
2,3,2,2,6,59848,4
1,1,1,1,1,29323,1
2,3,3,3,5,76278,8
2,3,2,2,6,54441,5
2,3,3,3,6,98078,14
1,1,1,1,1,11426,0
2,2,2,3,3,30423,9
2,2,1,2,5,24543,5
2,2,1,2,5,21872,5
1,2,3,2,6,75693,3
2,2,1,2,3,12546,3
2,2,2,3,3,33745,11
2,2,1,2,3,23847,4
2,2,2,3,1,41079,10
1,2,3,2,7,60725,4
1,2,2,3,4,38999,14
1,2,2,3,3,31725,7
1,1,3,1,4,92033,1
1,1,1,1,1,21043,1
1,2,3,2,6,64747,5
1,2,3,2,6,82416,5
1,1,3,1,3,99258,1
2,2,1,2,4,23573,5
2,1,1,1,1,29280,1
2,3,3,3,5,64187,14
2,2,2,3,3,52416,11
1,3,2,2,6,53664,5
2,3,3,3,6,62981,14
1,3,2,2,2,40258,3
2,1,1,1,1,10991,0
1,1,1,1,2,22198,0
1,1,1,1,1,16488,1
2,3,3,3,7,89398,9
1,2,3,2,6,89133,4
1,1,1,1,1,23418,1
1,2,3,2,7,86161,4
2,3,3,3,7,79387,13
1,2,3,2,7,90041,5
1,1,3,1,3,64015,0
1,2,2,3,1,58990,12
2,3,3,3,6,94642,12
2,2,1,2,3,24789,3
2,1,1,1,1,10035,0
2,2,2,3,4,33842,9
1,3,2,2,2,34663,5
1,2,2,3,1,32312,14
2,2,2,3,4,53299,8
1,3,2,2,2,51244,4
1,2,3,2,6,84106,3
1,3,2,2,2,37673,3
2,3,2,2,2,59437,4
2,2,1,2,4,16820,3
2,3,2,2,6,35070,3
2,1,1,1,1,20602,1
1,3,2,2,6,54828,3
1,2,3,2,6,72429,4
1,2,2,3,3,47944,7
1,3,2,2,4,43519,3
2,3,2,2,6,51844,3
2,3,3,3,7,84024,9
1,3,2,2,4,33955,5
2,2,1,2,3,21037,3
2,2,1,2,5,29307,3
1,3,2,2,6,49938,3
1,2,3,2,6,68496,3
2,2,2,3,4,57916,8
1,2,2,3,4,54528,13
2,2,1,2,4,22285,3
1,2,2,3,1,34028,9
2,2,2,3,3,30125,12
2,2,2,3,1,32501,10
2,2,2,3,1,52317,7
1,2,3,2,6,67982,5
1,1,3,1,3,88048,0
2,1,1,1,1,11068,0
1,2,3,2,6,66861,4
2,1,1,1,1,26945,0
2,2,2,3,4,45175,10
1,1,3,1,5,75205,1
2,2,2,3,3,55011,9
2,3,2,2,2,37202,5
2,2,2,3,1,39831,8
1,1,1,1,1,12462,0
2,2,2,3,3,40304,12
1,2,2,3,1,49304,10
2,2,1,2,4,17853,4
1,1,3,1,3,94441,0
2,3,2,2,2,54118,3
2,2,2,3,1,37747,11
1,2,3,2,6,77378,4
2,1,1,1,1,14291,0
2,3,3,3,5,99413,13
2,2,2,3,4,35615,9
1,3,2,2,4,42439,5
1,1,3,1,5,97532,0
2,2,1,2,5,26242,3
1,2,3,2,7,97026,5
2,3,2,2,4,52764,4
2,3,3,3,5,90030,14
1,1,3,1,4,91591,0
2,3,2,2,2,43005,5
1,3,2,2,2,36309,5
1,1,3,1,3,76346,1
1,3,2,2,2,49658,4
1,1,3,1,4,87995,0
1,2,3,2,6,82142,4
2,1,1,1,1,18684,1
2,3,3,3,5,80974,14
1,2,3,2,6,67202,3
1,1,1,1,1,12649,0
1,2,3,2,7,80022,3
1,1,3,1,5,89939,0
1,1,3,1,4,96760,0
2,3,3,3,5,74203,7
2,3,2,2,4,47228,5
2,2,1,2,4,27683,4
1,3,2,2,6,41381,3
1,2,3,2,7,71967,4
1,2,2,3,4,52381,9
1,2,2,3,3,31106,11
2,1,1,1,1,13077,0
2,1,1,1,2,20371,0
2,3,2,2,6,49282,3
2,3,2,2,2,57501,5
1,3,2,2,6,41581,5
2,2,1,2,3,12880,4
1,3,2,2,2,44152,3
2,2,2,3,1,57654,10
1,2,3,2,7,77300,3
1,2,2,3,3,32082,14
1,1,1,1,2,14413,0
1,3,2,2,4,58942,5
2,3,2,2,6,33124,4
1,3,2,2,2,50737,3
1,1,1,1,1,18116,1
2,1,1,1,1,10487,1
1,1,3,1,5,85554,1
1,1,3,1,4,68735,1
2,2,1,2,4,21635,3
2,1,1,1,1,20848,0
2,2,2,3,4,55928,12
2,3,3,3,7,89560,9
1,1,3,1,4,77115,1
1,3,2,2,4,35241,4
1,1,3,1,4,78100,0
2,3,2,2,6,34743,4
2,3,2,2,2,54850,3
1,2,2,3,4,38521,8
2,3,3,3,7,78099,9
2,2,1,2,4,12479,4
2,3,2,2,4,36865,5
1,2,3,2,6,97721,4
2,3,3,3,5,72020,13
1,2,3,2,7,95082,5
2,1,1,1,1,25246,0
2,1,1,1,1,19819,1
1,2,3,2,6,69398,5
2,2,2,3,4,55905,7
2,1,1,1,1,15207,1
2,2,2,3,3,59202,12
1,3,2,2,2,30154,3
1,1,3,1,4,73867,0
1,1,1,1,2,16556,1
2,1,1,1,2,11240,0
1,3,2,2,4,59194,4
2,2,1,2,3,26612,3
1,2,3,2,7,66371,3
1,1,1,1,1,14472,1
1,2,3,2,6,94006,5
2,1,1,1,2,13359,0
2,1,1,1,2,26120,0
2,2,1,2,5,19794,3
1,2,3,2,7,71934,4
1,1,1,1,1,25255,1
2,3,3,3,5,74101,7
2,2,1,2,5,16378,3
1,2,3,2,7,73886,4
2,3,3,3,6,78979,13
2,2,2,3,3,55542,7
1,2,2,3,1,45945,10
1,2,2,3,4,31031,11
2,3,2,2,4,39919,3
1,3,2,2,2,54826,3
1,2,2,3,4,55810,14
1,2,3,2,6,89476,4
1,2,3,2,6,61772,4
2,2,2,3,1,38636,7
1,3,2,2,2,34748,4
1,3,2,2,6,59775,5
1,1,3,1,3,68806,0
2,2,1,2,4,26527,5
1,2,2,3,3,53341,9
1,2,3,2,6,94940,5
2,3,3,3,6,77355,8
2,3,3,3,7,78476,14
2,3,3,3,5,84670,11
1,2,3,2,6,71571,4
2,2,2,3,1,47883,9
1,2,3,2,6,74217,4
1,1,1,1,1,13521,0
2,2,2,3,1,45274,7
1,1,1,1,2,24447,1
2,3,3,3,5,88299,13
1,1,1,1,2,12629,1
1,1,1,1,1,20476,0
2,3,3,3,5,81996,12
1,2,2,3,3,44159,8
1,2,2,3,1,42788,10
2,3,3,3,7,81838,9
1,3,2,2,4,57684,4
1,2,2,3,3,45773,9
1,2,3,2,7,70860,3
2,1,1,1,2,29584,0
1,2,2,3,4,41047,9
2,1,1,1,2,12132,0
1,2,2,3,1,57658,13
2,1,1,1,1,12570,0
1,1,3,1,4,82949,1
2,3,2,2,2,54008,3
2,2,1,2,5,27372,5
1,3,2,2,6,40161,5
2,2,2,3,1,53290,10
1,2,3,2,7,81019,3
1,1,3,1,3,93007,0
1,1,1,1,1,24857,1
2,2,1,2,3,22630,3
2,3,3,3,7,95061,12
2,1,1,1,2,27088,0
1,2,3,2,6,81861,5
2,2,2,3,1,42434,12
1,2,3,2,6,74680,3
1,1,3,1,4,96373,0
1,1,1,1,1,27732,0
2,2,2,3,3,54494,9
2,2,1,2,3,26213,3
2,3,3,3,7,99470,9
2,1,1,1,1,13314,1
2,2,1,2,4,18193,5
2,3,3,3,5,65575,7
1,2,3,2,7,92903,3
2,3,3,3,6,89533,12
2,3,3,3,5,73393,8
1,2,3,2,7,75494,4
2,2,2,3,1,34389,11
2,2,1,2,3,20165,5
1,2,3,2,6,86926,3
2,3,2,2,2,58329,4
1,1,3,1,5,77236,0
2,3,2,2,4,42635,5
2,3,2,2,6,50998,3
2,2,2,3,1,51665,14
2,3,2,2,4,35603,3
2,2,2,3,4,55449,9
2,2,2,3,1,40727,13
1,1,1,1,1,17793,0
1,2,2,3,3,35680,14
1,3,2,2,6,47510,4
2,2,1,2,4,29237,4
1,1,1,1,2,13887,1
1,1,1,1,2,12248,0
1,2,2,3,1,50645,13
1,2,2,3,3,54982,11
1,3,2,2,6,57299,5
2,2,1,2,3,29722,3
2,3,2,2,2,36575,5
1,2,2,3,1,50010,14
2,3,2,2,6,32265,3
1,2,2,3,1,43958,11
2,2,2,3,4,53699,9
1,1,1,1,2,25495,1
2,3,3,3,5,74980,12
1,3,2,2,6,42733,4
2,2,2,3,4,50305,10
1,1,1,1,2,19360,1
1,1,3,1,3,81543,1
2,3,2,2,2,52917,5
1,2,2,3,3,52408,7
2,3,3,3,7,87801,10
2,1,1,1,1,12853,1
1,1,3,1,5,93449,1
1,2,2,3,3,33804,12
2,3,3,3,5,68193,12
2,3,2,2,2,42644,5
2,1,1,1,1,18567,1
2,2,1,2,3,26868,5
2,1,1,1,1,21176,0
2,3,2,2,6,32008,4
1,3,2,2,6,46318,3
2,2,2,3,1,52601,14
1,3,2,2,2,41782,3
1,2,3,2,7,78695,5
2,3,3,3,7,85482,10
2,3,2,2,2,46855,5
2,2,2,3,1,40494,9
2,3,2,2,6,54707,3
1,1,3,1,5,61108,0
1,2,2,3,1,56372,14
2,1,1,1,1,11822,1
1,1,3,1,4,69877,0
1,1,1,1,2,16409,1
2,3,2,2,2,41019,4
1,1,1,1,2,11865,1
2,3,2,2,2,36667,3
2,2,2,3,3,44955,7
2,3,3,3,5,89290,13
1,2,2,3,1,39793,11
1,1,1,1,1,13825,1
1,3,2,2,2,35354,5
2,1,1,1,1,20856,0
2,3,2,2,2,51421,5
1,1,3,1,3,85263,1
2,2,2,3,1,51735,13
2,3,3,3,6,79016,10
2,2,1,2,4,28167,4
1,2,2,3,3,40539,13
2,1,1,1,2,15862,1
2,2,2,3,1,42781,11
1,2,2,3,4,30657,12
1,2,3,2,7,71380,4
2,3,2,2,4,32185,3
1,1,3,1,3,65431,0
1,1,3,1,4,66375,1
2,2,1,2,3,17463,5
2,2,1,2,4,19990,3
2,3,2,2,4,48238,3
2,2,2,3,4,53730,10
1,2,3,2,7,77671,3
1,2,3,2,6,78096,3
1,1,3,1,5,61436,1
2,1,1,1,1,27102,1
2,2,1,2,3,26388,5
1,2,3,2,6,91170,5
1,3,2,2,2,44169,4
1,1,3,1,5,66905,1
1,2,2,3,4,56959,7
2,3,2,2,6,48593,4
2,3,3,3,5,85216,7
1,1,3,1,5,89036,1
2,3,3,3,7,63328,10
1,3,2,2,2,42102,5
2,2,1,2,4,27798,5
2,1,1,1,1,17710,0
1,3,2,2,6,40665,3
1,2,3,2,7,90359,4
1,2,2,3,3,57364,9
2,2,1,2,5,14099,3
1,1,3,1,3,73134,1
2,2,1,2,3,10492,5
1,2,2,3,4,54287,13
1,3,2,2,2,30629,3
2,3,3,3,6,84145,11
2,3,3,3,5,67172,8
2,3,2,2,6,46798,4
1,1,1,1,2,10290,0
1,1,3,1,5,75588,1
1,2,2,3,4,35992,11
1,1,1,1,2,12710,0
1,2,3,2,7,96783,5
2,1,1,1,2,14677,0
1,3,2,2,6,51816,5
1,1,3,1,4,89186,0
1,1,3,1,5,83625,1
1,2,2,3,1,35563,14
2,1,1,1,1,17525,0
2,3,3,3,7,69655,14
2,2,1,2,5,15653,5
1,3,2,2,2,41316,4
2,3,3,3,7,71978,8
1,1,3,1,5,71763,0
1,2,3,2,6,84731,5
2,2,2,3,3,31987,12
1,2,2,3,4,33141,11
1,1,3,1,3,75119,0
1,3,2,2,2,45139,4
2,2,1,2,5,11948,5
1,1,3,1,4,88035,1
1,1,3,1,3,70167,1
2,2,2,3,1,34882,14
2,1,1,1,1,12785,0
1,2,2,3,3,37292,10
2,2,1,2,3,10141,4
2,2,1,2,4,12905,5
1,1,1,1,2,24800,1
2,1,1,1,1,13310,0
2,3,2,2,2,37760,4
1,2,3,2,7,76142,5
2,3,2,2,4,31858,4
2,2,1,2,4,21756,4
2,1,1,1,2,17760,0
2,2,1,2,3,13767,5
1,1,1,1,1,18441,0
1,2,3,2,6,70586,5
1,1,3,1,3,82370,0
1,2,2,3,3,49127,11
2,1,1,1,1,24199,0
2,2,2,3,4,36740,8
1,1,1,1,2,12281,1
1,1,1,1,2,13952,0
1,3,2,2,4,37933,4
2,2,2,3,4,39356,14
1,1,3,1,3,79517,0
2,3,2,2,6,38636,3
2,2,2,3,1,54358,7
2,2,2,3,4,50221,13
2,3,3,3,7,79708,14
1,1,3,1,3,61697,1
1,2,2,3,3,42601,11
1,1,3,1,4,82903,0
2,1,1,1,1,22043,0
2,3,2,2,6,47087,3
1,1,3,1,4,82765,1
2,2,2,3,4,42880,8
1,1,3,1,4,87690,0
2,2,2,3,4,47512,10
1,2,2,3,3,50822,10
2,2,1,2,4,11501,5
1,2,3,2,7,83173,5
2,2,1,2,5,29029,4
1,3,2,2,4,49755,5
1,3,2,2,2,53822,3
1,3,2,2,6,46934,4
1,1,3,1,3,88315,0
1,2,3,2,6,90312,5
1,1,1,1,2,15588,1
2,2,1,2,3,12997,5
2,1,1,1,1,19714,1
1,1,3,1,3,93487,0
2,3,2,2,4,55215,5
2,2,2,3,1,46579,13
2,3,3,3,6,95844,14
1,2,3,2,6,62159,4
1,2,3,2,6,75639,4
2,3,2,2,2,33179,4
2,3,3,3,5,79732,11
2,2,1,2,3,21170,3
2,2,2,3,1,44881,14
2,1,1,1,2,21252,0
2,2,2,3,1,34596,7
1,1,1,1,2,24365,1
2,2,1,2,4,25681,4
1,2,2,3,3,48018,13
2,3,3,3,7,91027,9
2,1,1,1,2,17703,1
1,2,3,2,6,65074,4
2,1,1,1,1,23696,1
2,2,1,2,4,21475,3
1,2,2,3,4,45072,7
1,1,3,1,5,88433,0
2,2,1,2,4,16117,5
1,3,2,2,2,58890,5
1,2,2,3,4,31563,9
1,2,3,2,6,75906,4
1,2,2,3,4,57831,11
1,1,3,1,3,92548,1
1,2,3,2,7,87385,5
2,2,2,3,4,46794,7
2,2,1,2,3,16730,5
2,2,1,2,3,19447,4
1,1,3,1,4,74220,1
1,1,3,1,4,95337,1
1,1,1,1,2,29706,1
1,3,2,2,2,56201,3
2,2,1,2,4,17212,5
1,3,2,2,2,37020,3
1,1,1,1,1,24178,0
2,1,1,1,2,11727,1
1,2,2,3,4,32713,11
1,3,2,2,4,46327,3
1,2,3,2,7,95767,5
1,2,2,3,1,49633,9
2,2,1,2,5,27160,3
1,1,3,1,5,85110,1
1,2,2,3,4,50485,12
2,3,2,2,4,38993,3
1,1,3,1,4,76888,0
2,2,1,2,5,16804,4
2,3,2,2,6,38077,5
1,1,1,1,2,11189,0
1,1,3,1,4,73065,0
1,3,2,2,2,30525,4
1,3,2,2,2,31068,4
1,2,3,2,6,79956,3
1,1,1,1,1,21141,0
1,3,2,2,4,40848,3
2,2,2,3,3,36077,12
1,1,1,1,2,22303,1
1,2,3,2,6,85099,3
2,3,3,3,7,97001,13
2,2,2,3,4,34196,8
2,3,3,3,7,81177,11
1,1,1,1,2,12598,1
2,3,2,2,4,55415,3
1,2,3,2,6,63725,4
1,2,2,3,3,54646,11
2,1,1,1,2,13606,1
2,1,1,1,2,28936,1
2,3,3,3,7,79077,8
2,2,1,2,5,21473,3
2,3,3,3,5,70027,11
1,1,3,1,5,81585,1
1,1,1,1,1,16127,0
2,3,2,2,2,42711,5
2,2,2,3,1,45450,11
1,2,3,2,7,91867,4
1,2,2,3,4,35458,11
1,3,2,2,6,54882,4
2,3,2,2,6,47377,4
1,1,3,1,5,83904,0
1,3,2,2,2,51561,5
1,1,1,1,2,27417,0
1,1,3,1,4,83328,0
2,1,1,1,2,25856,0
1,3,2,2,4,48283,4
1,3,2,2,4,47672,5
2,2,2,3,1,38712,11
1,2,3,2,7,85267,3
2,3,2,2,6,59621,3
1,2,2,3,3,38790,11
1,2,3,2,6,97351,5
1,2,3,2,6,73277,4
2,1,1,1,1,22229,1
1,2,2,3,1,44263,10
1,1,1,1,1,18649,1
2,3,2,2,4,44549,3
2,2,1,2,5,22981,3
2,1,1,1,2,11203,0
1,2,2,3,1,46832,8
2,2,2,3,3,38541,11
2,3,2,2,6,43553,3
1,3,2,2,6,36520,3
2,1,1,1,1,16071,1
1,1,3,1,5,65169,0
2,1,1,1,1,19094,1
2,2,1,2,5,17298,3
2,2,1,2,5,10705,3
2,2,2,3,4,39006,7
2,1,1,1,2,24379,0
1,2,2,3,4,45949,13
1,1,3,1,5,73056,1
2,2,1,2,5,10514,3
2,3,3,3,6,89865,9
1,3,2,2,2,31870,5
2,3,2,2,6,52697,5
2,2,2,3,4,40818,10
2,3,3,3,6,61514,7
1,1,3,1,4,74941,0
2,2,2,3,3,35657,7
1,2,2,3,3,30821,13
2,1,1,1,2,17870,0
2,2,2,3,1,44347,11
2,2,1,2,5,22291,4
2,1,1,1,1,14371,0
1,3,2,2,6,57627,4
2,2,1,2,5,17069,3
2,2,1,2,5,18803,4
2,3,2,2,2,50425,5
1,2,2,3,4,35432,8
1,1,3,1,3,66855,1
2,2,1,2,4,18242,3
2,1,1,1,2,24484,0
1,3,2,2,2,47649,3
2,1,1,1,2,17541,0
1,2,3,2,6,91038,3
2,3,3,3,7,62424,8
1,3,2,2,2,34445,3
2,2,2,3,1,50389,13
2,2,2,3,4,37014,12
1,2,2,3,3,30680,10
2,2,1,2,3,22792,3
2,1,1,1,1,26661,0
1,1,3,1,5,76746,1
2,1,1,1,1,27226,0
2,3,3,3,7,76470,14
1,1,1,1,2,14339,0
1,2,3,2,7,80374,3
1,1,1,1,2,15691,0
1,3,2,2,4,58602,4
1,1,3,1,4,72641,0
1,2,3,2,6,86160,3
2,2,2,3,4,34835,14
2,3,2,2,4,57852,4
2,1,1,1,2,16802,0
1,1,3,1,5,78179,0
2,2,2,3,1,48410,14
2,3,2,2,4,48952,5
1,2,3,2,6,65007,5
2,1,1,1,1,18290,0
1,2,2,3,4,35472,8
1,1,1,1,1,20973,1
1,3,2,2,4,51766,5
2,3,2,2,6,47785,5
1,2,3,2,7,63796,5
1,3,2,2,2,36010,4
2,3,2,2,4,44386,4
2,1,1,1,2,15640,0
1,1,3,1,4,78215,1
1,3,2,2,6,37672,3
2,3,3,3,6,78662,12
1,3,2,2,2,38101,4
2,3,2,2,6,50948,3
2,2,1,2,5,12359,4
2,1,1,1,1,11227,0
1,2,2,3,1,38200,9
2,1,1,1,2,16140,1
2,2,1,2,3,16752,4
1,2,2,3,1,37376,10
1,3,2,2,4,43533,4
1,1,1,1,2,26192,0
2,2,1,2,4,19224,5
2,1,1,1,1,11427,1
1,1,1,1,1,22619,0
1,1,3,1,4,79140,0
1,1,1,1,1,26433,0
2,2,1,2,5,25983,5
1,1,1,1,2,27145,0
1,1,3,1,3,84342,1
1,2,2,3,1,45962,9
2,2,2,3,4,46291,11
2,3,3,3,5,82144,13
1,2,2,3,1,33701,10
1,1,1,1,1,25598,1
1,1,3,1,4,95299,1
2,2,1,2,5,29162,5
2,2,1,2,5,10606,4
1,1,1,1,2,26190,1
1,1,1,1,1,16083,1
1,1,1,1,2,23296,1
2,2,1,2,3,29913,4
2,1,1,1,2,23775,0
2,1,1,1,1,22517,1
1,3,2,2,4,34007,3
2,1,1,1,1,28796,1
2,1,1,1,2,26856,0
1,1,3,1,4,65827,1
2,2,2,3,4,32357,8
1,2,3,2,6,70406,5
2,3,3,3,5,84969,13
1,3,2,2,2,30160,4
2,3,3,3,7,66176,9
1,3,2,2,2,58202,4
1,1,1,1,1,16248,1
2,1,1,1,2,21591,1
1,2,2,3,1,58160,9
2,1,1,1,1,10137,0
2,2,2,3,3,38554,8
1,2,2,3,1,54051,12
2,2,1,2,4,17247,4
1,1,1,1,2,12987,1
2,3,3,3,7,87310,8
1,1,3,1,5,92357,0
1,3,2,2,2,30210,4
2,2,2,3,3,40005,13
2,2,2,3,3,37839,13
1,1,3,1,4,95672,1
1,1,3,1,4,75036,0
1,1,1,1,1,17793,1
2,3,2,2,6,40304,5
2,1,1,1,1,20354,1
1,2,2,3,3,47494,7
2,3,2,2,6,40584,4
1,1,3,1,5,87655,0
1,2,2,3,1,36014,14
2,2,1,2,5,29655,3
2,3,3,3,7,80677,11
1,2,2,3,1,58730,9
2,1,1,1,2,13215,0
1,1,3,1,5,93775,0
1,3,2,2,2,40863,4
1,1,3,1,5,68717,0
2,2,2,3,1,48876,7
1,2,2,3,3,37032,11
1,3,2,2,4,59124,5
2,3,3,3,7,82756,9
1,2,3,2,6,63079,3
2,3,2,2,4,38119,4
1,3,2,2,6,59061,3
2,2,1,2,3,27258,5
2,3,2,2,2,53412,4
2,3,3,3,6,87280,12
1,1,3,1,5,93370,1
2,2,2,3,1,52679,10
2,2,1,2,3,28945,3
1,2,2,3,3,31029,9
2,3,3,3,5,85841,8
1,1,3,1,4,91832,1
1,1,3,1,5,83582,0
2,2,2,3,4,33244,7
2,2,2,3,4,38713,11
1,1,1,1,1,13555,0
1,1,3,1,3,72960,1
1,2,3,2,6,70779,3
2,3,2,2,4,56746,4
2,2,2,3,1,54290,11
1,2,3,2,7,80454,5
1,2,3,2,6,82673,3
1,1,3,1,5,73001,1
2,3,2,2,6,40240,4
1,1,1,1,2,22292,0
2,2,2,3,3,55446,10
2,3,2,2,2,54528,3
2,3,2,2,2,46117,5
2,3,2,2,4,51575,3
2,3,2,2,6,45909,5
1,2,2,3,3,48411,7
2,2,1,2,5,13576,3
2,3,3,3,7,77501,14
2,2,1,2,3,13830,5
2,1,1,1,1,14541,0
2,1,1,1,2,12484,1
1,2,3,2,7,83580,3
1,3,2,2,2,55641,3
1,1,1,1,1,13170,0
1,2,3,2,7,84225,5
2,2,1,2,4,26710,3
2,3,3,3,6,82412,12
2,1,1,1,2,22681,0
1,2,3,2,6,70293,4
1,2,3,2,6,69669,5
1,1,1,1,1,10037,1
1,3,2,2,6,52295,3
2,3,2,2,6,55702,3
1,1,3,1,4,78255,0
2,3,2,2,6,30435,5
1,1,1,1,1,23087,0
1,1,1,1,1,24097,0
2,3,3,3,5,65682,14
1,2,2,3,4,59072,10
2,1,1,1,1,28583,0
2,2,2,3,4,51959,8
2,1,1,1,2,27633,1
1,2,2,3,4,51985,10
1,2,2,3,1,39041,9
2,2,1,2,5,14891,5
1,1,3,1,4,87065,1
2,2,1,2,3,26883,4
2,2,2,3,1,58843,11
1,3,2,2,2,51071,3
2,3,2,2,4,34985,5
2,2,1,2,5,28778,4
2,1,1,1,2,26198,1
1,1,3,1,3,89129,1
1,2,2,3,4,40607,12
2,2,2,3,1,41095,14
1,2,3,2,7,95409,5
2,2,2,3,4,49053,8
1,3,2,2,6,33681,3
1,1,3,1,4,65091,0
2,3,3,3,6,72617,14
1,2,3,2,7,92390,4
1,1,3,1,3,65151,0
1,2,3,2,6,81552,5
2,3,3,3,6,88485,11
1,2,3,2,6,96455,4
2,1,1,1,2,15257,0
2,2,2,3,3,47078,14
2,2,2,3,3,58611,13
2,2,1,2,3,25788,5
2,3,2,2,6,42743,5
2,3,2,2,4,58929,3
1,3,2,2,2,42302,4
2,3,3,3,6,63938,8
1,2,3,2,6,64924,4
1,2,3,2,7,95236,3
1,1,3,1,4,71582,1
2,2,2,3,3,48231,9
2,3,2,2,4,48652,5
2,3,2,2,2,30074,5
2,2,2,3,1,39443,11
2,2,1,2,5,24755,5
2,3,3,3,7,70341,13
2,2,1,2,5,12366,3
2,3,2,2,6,45291,5
2,1,1,1,2,24485,0
2,3,3,3,7,67356,12
1,2,2,3,4,57950,8
1,2,2,3,1,55604,14
2,3,2,2,4,55220,5
2,2,2,3,3,55510,7
1,1,1,1,2,13371,1
1,3,2,2,6,47609,4
2,1,1,1,1,21059,0
1,1,3,1,4,75653,1
1,2,2,3,3,59600,8
2,2,2,3,1,56052,8
2,3,3,3,6,67259,12
1,2,2,3,1,34179,10
1,2,3,2,7,93643,5
2,1,1,1,1,26763,1
2,3,3,3,7,84324,8
2,1,1,1,1,17973,0
1,1,3,1,3,99289,1
2,2,2,3,3,53841,12
2,2,2,3,3,56257,10
2,1,1,1,2,27882,0
1,3,2,2,4,33817,5
1,1,3,1,4,99899,1
1,2,3,2,7,90285,4
2,3,2,2,2,58608,3
2,1,1,1,1,10693,0
1,3,2,2,2,42767,3
1,2,3,2,6,94319,5
2,1,1,1,1,27795,0
1,1,3,1,4,89653,0
1,1,3,1,3,81688,0
1,2,2,3,3,53812,13
1,2,2,3,4,36158,12
1,1,1,1,2,22588,0
1,1,1,1,2,14640,0
2,3,2,2,6,52683,5
2,1,1,1,1,19640,0
1,1,1,1,1,21130,0
2,2,2,3,3,54022,9
2,2,2,3,3,42307,13
1,2,3,2,6,68403,3
2,3,3,3,5,96466,9
1,1,3,1,5,78915,0
2,3,2,2,6,47319,4
1,1,1,1,2,10449,0
1,1,1,1,2,12195,0
2,3,2,2,2,51400,5
1,2,2,3,3,42995,9
1,1,1,1,1,29213,1
1,1,1,1,2,23348,0
1,1,1,1,1,11548,1
2,2,1,2,4,27079,5
2,3,2,2,4,53422,4
2,1,1,1,1,14582,0
1,3,2,2,2,55005,4
2,1,1,1,2,14567,0
2,2,1,2,5,10864,4
2,1,1,1,2,23596,1
1,2,3,2,6,70036,4
1,1,1,1,2,13197,0
1,1,1,1,2,12183,0
2,2,2,3,4,35894,10
2,3,2,2,6,33815,4
1,1,1,1,1,15013,0
2,3,2,2,2,47998,3
1,2,2,3,3,40402,14
1,3,2,2,6,34617,3
1,2,2,3,3,49413,12
1,3,2,2,6,55420,3
1,3,2,2,6,47991,4
1,3,2,2,6,52047,4
1,3,2,2,4,58242,5
1,1,3,1,5,96471,1
2,1,1,1,2,23547,0
1,2,3,2,6,85920,3
1,1,3,1,3,69960,0
2,3,2,2,4,59415,4
1,1,3,1,5,93421,0
2,2,1,2,5,27682,4
1,2,2,3,4,30776,9
1,2,3,2,7,88831,4
2,1,1,1,2,28724,1
2,1,1,1,2,22159,1
2,1,1,1,2,14266,0
2,2,2,3,3,40233,12
2,1,1,1,1,29547,0
2,2,1,2,5,22393,3
1,2,2,3,4,31189,8
1,3,2,2,4,42548,3
1,3,2,2,2,44915,5
2,2,2,3,4,55454,14
1,2,2,3,1,36117,8
1,1,3,1,4,89442,0
1,2,2,3,4,40930,14
2,2,1,2,3,10902,4
